sample	State	Country	Year	sampleID
1997-US-AZ	US-AZ	US	1997	1997-US-AZ
1997-US-CA	US-CA	US	1997	1997-US-CA
1997-US-CO	US-CO	US	1997	1997-US-CO
1997-US-CT	US-CT	US	1997	1997-US-CT
1997-US-DC	US-DC	US	1997	1997-US-DC
1997-US-DE	US-DE	US	1997	1997-US-DE
1997-US-FL	US-FL	US	1997	1997-US-FL
1997-US-GA	US-GA	US	1997	1997-US-GA
1997-US-HI	US-HI	US	1997	1997-US-HI
1997-US-IA	US-IA	US	1997	1997-US-IA
1997-US-ID	US-ID	US	1997	1997-US-ID
1997-US-IL	US-IL	US	1997	1997-US-IL
1997-US-IN	US-IN	US	1997	1997-US-IN
1997-US-KS	US-KS	US	1997	1997-US-KS
1997-US-KY	US-KY	US	1997	1997-US-KY
1997-US-LA	US-LA	US	1997	1997-US-LA
1997-US-MA	US-MA	US	1997	1997-US-MA
1997-US-MD	US-MD	US	1997	1997-US-MD
1997-US-ME	US-ME	US	1997	1997-US-ME
1997-US-MI	US-MI	US	1997	1997-US-MI
1997-US-MN	US-MN	US	1997	1997-US-MN
1997-US-MO	US-MO	US	1997	1997-US-MO
1997-US-MS	US-MS	US	1997	1997-US-MS
1997-US-MT	US-MT	US	1997	1997-US-MT
1997-US-NC	US-NC	US	1997	1997-US-NC
1997-US-ND	US-ND	US	1997	1997-US-ND
1997-US-NE	US-NE	US	1997	1997-US-NE
1997-US-NH	US-NH	US	1997	1997-US-NH
1997-US-NJ	US-NJ	US	1997	1997-US-NJ
1997-US-NM	US-NM	US	1997	1997-US-NM
1997-US-NV	US-NV	US	1997	1997-US-NV
1997-US-NY	US-NY	US	1997	1997-US-NY
1997-US-OH	US-OH	US	1997	1997-US-OH
1997-US-OK	US-OK	US	1997	1997-US-OK
1997-US-OR	US-OR	US	1997	1997-US-OR
1997-US-PA	US-PA	US	1997	1997-US-PA
1997-US-RI	US-RI	US	1997	1997-US-RI
1997-US-SC	US-SC	US	1997	1997-US-SC
1997-US-SD	US-SD	US	1997	1997-US-SD
1997-US-TN	US-TN	US	1997	1997-US-TN
1997-US-TX	US-TX	US	1997	1997-US-TX
1997-US-UT	US-UT	US	1997	1997-US-UT
1997-US-VA	US-VA	US	1997	1997-US-VA
1997-US-VT	US-VT	US	1997	1997-US-VT
1997-US-WA	US-WA	US	1997	1997-US-WA
1997-US-WI	US-WI	US	1997	1997-US-WI
1997-US-WV	US-WV	US	1997	1997-US-WV
1997-US-WY	US-WY	US	1997	1997-US-WY
1998-CA-AB	CA-AB	CA	1998	1998-CA-AB
1998-CA-BC	CA-BC	CA	1998	1998-CA-BC
1998-CA-MB	CA-MB	CA	1998	1998-CA-MB
1998-CA-NB	CA-NB	CA	1998	1998-CA-NB
1998-CA-NL	CA-NL	CA	1998	1998-CA-NL
1998-CA-NS	CA-NS	CA	1998	1998-CA-NS
1998-CA-NT	CA-NT	CA	1998	1998-CA-NT
1998-CA-NU	CA-NU	CA	1998	1998-CA-NU
1998-CA-ON	CA-ON	CA	1998	1998-CA-ON
1998-CA-PE	CA-PE	CA	1998	1998-CA-PE
1998-CA-QC	CA-QC	CA	1998	1998-CA-QC
1998-CA-SK	CA-SK	CA	1998	1998-CA-SK
1998-CA-YT	CA-YT	CA	1998	1998-CA-YT
1998-US-AK	US-AK	US	1998	1998-US-AK
1998-US-AL	US-AL	US	1998	1998-US-AL
1998-US-AR	US-AR	US	1998	1998-US-AR
1998-US-AZ	US-AZ	US	1998	1998-US-AZ
1998-US-CA	US-CA	US	1998	1998-US-CA
1998-US-CO	US-CO	US	1998	1998-US-CO
1998-US-CT	US-CT	US	1998	1998-US-CT
1998-US-DC	US-DC	US	1998	1998-US-DC
1998-US-DE	US-DE	US	1998	1998-US-DE
1998-US-FL	US-FL	US	1998	1998-US-FL
1998-US-GA	US-GA	US	1998	1998-US-GA
1998-US-HI	US-HI	US	1998	1998-US-HI
1998-US-IA	US-IA	US	1998	1998-US-IA
1998-US-ID	US-ID	US	1998	1998-US-ID
1998-US-IL	US-IL	US	1998	1998-US-IL
1998-US-IN	US-IN	US	1998	1998-US-IN
1998-US-KS	US-KS	US	1998	1998-US-KS
1998-US-KY	US-KY	US	1998	1998-US-KY
1998-US-LA	US-LA	US	1998	1998-US-LA
1998-US-MA	US-MA	US	1998	1998-US-MA
1998-US-MD	US-MD	US	1998	1998-US-MD
1998-US-ME	US-ME	US	1998	1998-US-ME
1998-US-MI	US-MI	US	1998	1998-US-MI
1998-US-MN	US-MN	US	1998	1998-US-MN
1998-US-MO	US-MO	US	1998	1998-US-MO
1998-US-MS	US-MS	US	1998	1998-US-MS
1998-US-MT	US-MT	US	1998	1998-US-MT
1998-US-NC	US-NC	US	1998	1998-US-NC
1998-US-ND	US-ND	US	1998	1998-US-ND
1998-US-NE	US-NE	US	1998	1998-US-NE
1998-US-NH	US-NH	US	1998	1998-US-NH
1998-US-NJ	US-NJ	US	1998	1998-US-NJ
1998-US-NM	US-NM	US	1998	1998-US-NM
1998-US-NV	US-NV	US	1998	1998-US-NV
1998-US-NY	US-NY	US	1998	1998-US-NY
1998-US-OH	US-OH	US	1998	1998-US-OH
1998-US-OK	US-OK	US	1998	1998-US-OK
1998-US-OR	US-OR	US	1998	1998-US-OR
1998-US-PA	US-PA	US	1998	1998-US-PA
1998-US-RI	US-RI	US	1998	1998-US-RI
1998-US-SC	US-SC	US	1998	1998-US-SC
1998-US-SD	US-SD	US	1998	1998-US-SD
1998-US-TN	US-TN	US	1998	1998-US-TN
1998-US-TX	US-TX	US	1998	1998-US-TX
1998-US-UT	US-UT	US	1998	1998-US-UT
1998-US-VA	US-VA	US	1998	1998-US-VA
1998-US-VT	US-VT	US	1998	1998-US-VT
1998-US-WA	US-WA	US	1998	1998-US-WA
1998-US-WI	US-WI	US	1998	1998-US-WI
1998-US-WV	US-WV	US	1998	1998-US-WV
1998-US-WY	US-WY	US	1998	1998-US-WY
1999-CA-AB	CA-AB	CA	1999	1999-CA-AB
1999-CA-BC	CA-BC	CA	1999	1999-CA-BC
1999-CA-MB	CA-MB	CA	1999	1999-CA-MB
1999-CA-NB	CA-NB	CA	1999	1999-CA-NB
1999-CA-NL	CA-NL	CA	1999	1999-CA-NL
1999-CA-NS	CA-NS	CA	1999	1999-CA-NS
1999-CA-NT	CA-NT	CA	1999	1999-CA-NT
1999-CA-NU	CA-NU	CA	1999	1999-CA-NU
1999-CA-ON	CA-ON	CA	1999	1999-CA-ON
1999-CA-PE	CA-PE	CA	1999	1999-CA-PE
1999-CA-QC	CA-QC	CA	1999	1999-CA-QC
1999-CA-SK	CA-SK	CA	1999	1999-CA-SK
1999-CA-YT	CA-YT	CA	1999	1999-CA-YT
1999-US-AK	US-AK	US	1999	1999-US-AK
1999-US-AL	US-AL	US	1999	1999-US-AL
1999-US-AR	US-AR	US	1999	1999-US-AR
1999-US-AZ	US-AZ	US	1999	1999-US-AZ
1999-US-CA	US-CA	US	1999	1999-US-CA
1999-US-CO	US-CO	US	1999	1999-US-CO
1999-US-CT	US-CT	US	1999	1999-US-CT
1999-US-DC	US-DC	US	1999	1999-US-DC
1999-US-DE	US-DE	US	1999	1999-US-DE
1999-US-FL	US-FL	US	1999	1999-US-FL
1999-US-GA	US-GA	US	1999	1999-US-GA
1999-US-HI	US-HI	US	1999	1999-US-HI
1999-US-IA	US-IA	US	1999	1999-US-IA
1999-US-ID	US-ID	US	1999	1999-US-ID
1999-US-IL	US-IL	US	1999	1999-US-IL
1999-US-IN	US-IN	US	1999	1999-US-IN
1999-US-KS	US-KS	US	1999	1999-US-KS
1999-US-KY	US-KY	US	1999	1999-US-KY
1999-US-LA	US-LA	US	1999	1999-US-LA
1999-US-MA	US-MA	US	1999	1999-US-MA
1999-US-MD	US-MD	US	1999	1999-US-MD
1999-US-ME	US-ME	US	1999	1999-US-ME
1999-US-MI	US-MI	US	1999	1999-US-MI
1999-US-MN	US-MN	US	1999	1999-US-MN
1999-US-MO	US-MO	US	1999	1999-US-MO
1999-US-MS	US-MS	US	1999	1999-US-MS
1999-US-MT	US-MT	US	1999	1999-US-MT
1999-US-NC	US-NC	US	1999	1999-US-NC
1999-US-ND	US-ND	US	1999	1999-US-ND
1999-US-NE	US-NE	US	1999	1999-US-NE
1999-US-NH	US-NH	US	1999	1999-US-NH
1999-US-NJ	US-NJ	US	1999	1999-US-NJ
1999-US-NM	US-NM	US	1999	1999-US-NM
1999-US-NV	US-NV	US	1999	1999-US-NV
1999-US-NY	US-NY	US	1999	1999-US-NY
1999-US-OH	US-OH	US	1999	1999-US-OH
1999-US-OK	US-OK	US	1999	1999-US-OK
1999-US-OR	US-OR	US	1999	1999-US-OR
1999-US-PA	US-PA	US	1999	1999-US-PA
1999-US-RI	US-RI	US	1999	1999-US-RI
1999-US-SC	US-SC	US	1999	1999-US-SC
1999-US-SD	US-SD	US	1999	1999-US-SD
1999-US-TN	US-TN	US	1999	1999-US-TN
1999-US-TX	US-TX	US	1999	1999-US-TX
1999-US-UT	US-UT	US	1999	1999-US-UT
1999-US-VA	US-VA	US	1999	1999-US-VA
1999-US-VT	US-VT	US	1999	1999-US-VT
1999-US-WA	US-WA	US	1999	1999-US-WA
1999-US-WI	US-WI	US	1999	1999-US-WI
1999-US-WV	US-WV	US	1999	1999-US-WV
1999-US-WY	US-WY	US	1999	1999-US-WY
2000-CA-AB	CA-AB	CA	2000	2000-CA-AB
2000-CA-BC	CA-BC	CA	2000	2000-CA-BC
2000-CA-MB	CA-MB	CA	2000	2000-CA-MB
2000-CA-NB	CA-NB	CA	2000	2000-CA-NB
2000-CA-NL	CA-NL	CA	2000	2000-CA-NL
2000-CA-NS	CA-NS	CA	2000	2000-CA-NS
2000-CA-NT	CA-NT	CA	2000	2000-CA-NT
2000-CA-NU	CA-NU	CA	2000	2000-CA-NU
2000-CA-ON	CA-ON	CA	2000	2000-CA-ON
2000-CA-PE	CA-PE	CA	2000	2000-CA-PE
2000-CA-QC	CA-QC	CA	2000	2000-CA-QC
2000-CA-SK	CA-SK	CA	2000	2000-CA-SK
2000-CA-YT	CA-YT	CA	2000	2000-CA-YT
2000-US-AK	US-AK	US	2000	2000-US-AK
2000-US-AL	US-AL	US	2000	2000-US-AL
2000-US-AR	US-AR	US	2000	2000-US-AR
2000-US-AZ	US-AZ	US	2000	2000-US-AZ
2000-US-CA	US-CA	US	2000	2000-US-CA
2000-US-CO	US-CO	US	2000	2000-US-CO
2000-US-CT	US-CT	US	2000	2000-US-CT
2000-US-DC	US-DC	US	2000	2000-US-DC
2000-US-DE	US-DE	US	2000	2000-US-DE
2000-US-FL	US-FL	US	2000	2000-US-FL
2000-US-GA	US-GA	US	2000	2000-US-GA
2000-US-HI	US-HI	US	2000	2000-US-HI
2000-US-IA	US-IA	US	2000	2000-US-IA
2000-US-ID	US-ID	US	2000	2000-US-ID
2000-US-IL	US-IL	US	2000	2000-US-IL
2000-US-IN	US-IN	US	2000	2000-US-IN
2000-US-KS	US-KS	US	2000	2000-US-KS
2000-US-KY	US-KY	US	2000	2000-US-KY
2000-US-LA	US-LA	US	2000	2000-US-LA
2000-US-MA	US-MA	US	2000	2000-US-MA
2000-US-MD	US-MD	US	2000	2000-US-MD
2000-US-ME	US-ME	US	2000	2000-US-ME
2000-US-MI	US-MI	US	2000	2000-US-MI
2000-US-MN	US-MN	US	2000	2000-US-MN
2000-US-MO	US-MO	US	2000	2000-US-MO
2000-US-MS	US-MS	US	2000	2000-US-MS
2000-US-MT	US-MT	US	2000	2000-US-MT
2000-US-NC	US-NC	US	2000	2000-US-NC
2000-US-ND	US-ND	US	2000	2000-US-ND
2000-US-NE	US-NE	US	2000	2000-US-NE
2000-US-NH	US-NH	US	2000	2000-US-NH
2000-US-NJ	US-NJ	US	2000	2000-US-NJ
2000-US-NM	US-NM	US	2000	2000-US-NM
2000-US-NV	US-NV	US	2000	2000-US-NV
2000-US-NY	US-NY	US	2000	2000-US-NY
2000-US-OH	US-OH	US	2000	2000-US-OH
2000-US-OK	US-OK	US	2000	2000-US-OK
2000-US-OR	US-OR	US	2000	2000-US-OR
2000-US-PA	US-PA	US	2000	2000-US-PA
2000-US-RI	US-RI	US	2000	2000-US-RI
2000-US-SC	US-SC	US	2000	2000-US-SC
2000-US-SD	US-SD	US	2000	2000-US-SD
2000-US-TN	US-TN	US	2000	2000-US-TN
2000-US-TX	US-TX	US	2000	2000-US-TX
2000-US-UT	US-UT	US	2000	2000-US-UT
2000-US-VA	US-VA	US	2000	2000-US-VA
2000-US-VT	US-VT	US	2000	2000-US-VT
2000-US-WA	US-WA	US	2000	2000-US-WA
2000-US-WI	US-WI	US	2000	2000-US-WI
2000-US-WV	US-WV	US	2000	2000-US-WV
2000-US-WY	US-WY	US	2000	2000-US-WY
2001-CA-AB	CA-AB	CA	2001	2001-CA-AB
2001-CA-BC	CA-BC	CA	2001	2001-CA-BC
2001-CA-MB	CA-MB	CA	2001	2001-CA-MB
2001-CA-NB	CA-NB	CA	2001	2001-CA-NB
2001-CA-NL	CA-NL	CA	2001	2001-CA-NL
2001-CA-NS	CA-NS	CA	2001	2001-CA-NS
2001-CA-NT	CA-NT	CA	2001	2001-CA-NT
2001-CA-NU	CA-NU	CA	2001	2001-CA-NU
2001-CA-ON	CA-ON	CA	2001	2001-CA-ON
2001-CA-PE	CA-PE	CA	2001	2001-CA-PE
2001-CA-QC	CA-QC	CA	2001	2001-CA-QC
2001-CA-SK	CA-SK	CA	2001	2001-CA-SK
2001-CA-YT	CA-YT	CA	2001	2001-CA-YT
2001-US-AK	US-AK	US	2001	2001-US-AK
2001-US-AL	US-AL	US	2001	2001-US-AL
2001-US-AR	US-AR	US	2001	2001-US-AR
2001-US-AZ	US-AZ	US	2001	2001-US-AZ
2001-US-CA	US-CA	US	2001	2001-US-CA
2001-US-CO	US-CO	US	2001	2001-US-CO
2001-US-CT	US-CT	US	2001	2001-US-CT
2001-US-DC	US-DC	US	2001	2001-US-DC
2001-US-DE	US-DE	US	2001	2001-US-DE
2001-US-FL	US-FL	US	2001	2001-US-FL
2001-US-GA	US-GA	US	2001	2001-US-GA
2001-US-HI	US-HI	US	2001	2001-US-HI
2001-US-IA	US-IA	US	2001	2001-US-IA
2001-US-ID	US-ID	US	2001	2001-US-ID
2001-US-IL	US-IL	US	2001	2001-US-IL
2001-US-IN	US-IN	US	2001	2001-US-IN
2001-US-KS	US-KS	US	2001	2001-US-KS
2001-US-KY	US-KY	US	2001	2001-US-KY
2001-US-LA	US-LA	US	2001	2001-US-LA
2001-US-MA	US-MA	US	2001	2001-US-MA
2001-US-MD	US-MD	US	2001	2001-US-MD
2001-US-ME	US-ME	US	2001	2001-US-ME
2001-US-MI	US-MI	US	2001	2001-US-MI
2001-US-MN	US-MN	US	2001	2001-US-MN
2001-US-MO	US-MO	US	2001	2001-US-MO
2001-US-MS	US-MS	US	2001	2001-US-MS
2001-US-MT	US-MT	US	2001	2001-US-MT
2001-US-NC	US-NC	US	2001	2001-US-NC
2001-US-ND	US-ND	US	2001	2001-US-ND
2001-US-NE	US-NE	US	2001	2001-US-NE
2001-US-NH	US-NH	US	2001	2001-US-NH
2001-US-NJ	US-NJ	US	2001	2001-US-NJ
2001-US-NM	US-NM	US	2001	2001-US-NM
2001-US-NV	US-NV	US	2001	2001-US-NV
2001-US-NY	US-NY	US	2001	2001-US-NY
2001-US-OH	US-OH	US	2001	2001-US-OH
2001-US-OK	US-OK	US	2001	2001-US-OK
2001-US-OR	US-OR	US	2001	2001-US-OR
2001-US-PA	US-PA	US	2001	2001-US-PA
2001-US-RI	US-RI	US	2001	2001-US-RI
2001-US-SC	US-SC	US	2001	2001-US-SC
2001-US-SD	US-SD	US	2001	2001-US-SD
2001-US-TN	US-TN	US	2001	2001-US-TN
2001-US-TX	US-TX	US	2001	2001-US-TX
2001-US-UT	US-UT	US	2001	2001-US-UT
2001-US-VA	US-VA	US	2001	2001-US-VA
2001-US-VT	US-VT	US	2001	2001-US-VT
2001-US-WA	US-WA	US	2001	2001-US-WA
2001-US-WI	US-WI	US	2001	2001-US-WI
2001-US-WV	US-WV	US	2001	2001-US-WV
2001-US-WY	US-WY	US	2001	2001-US-WY
2002-CA-AB	CA-AB	CA	2002	2002-CA-AB
2002-CA-BC	CA-BC	CA	2002	2002-CA-BC
2002-CA-MB	CA-MB	CA	2002	2002-CA-MB
2002-CA-NB	CA-NB	CA	2002	2002-CA-NB
2002-CA-NL	CA-NL	CA	2002	2002-CA-NL
2002-CA-NS	CA-NS	CA	2002	2002-CA-NS
2002-CA-NT	CA-NT	CA	2002	2002-CA-NT
2002-CA-NU	CA-NU	CA	2002	2002-CA-NU
2002-CA-ON	CA-ON	CA	2002	2002-CA-ON
2002-CA-PE	CA-PE	CA	2002	2002-CA-PE
2002-CA-QC	CA-QC	CA	2002	2002-CA-QC
2002-CA-SK	CA-SK	CA	2002	2002-CA-SK
2002-CA-YT	CA-YT	CA	2002	2002-CA-YT
2002-US-AK	US-AK	US	2002	2002-US-AK
2002-US-AL	US-AL	US	2002	2002-US-AL
2002-US-AR	US-AR	US	2002	2002-US-AR
2002-US-AZ	US-AZ	US	2002	2002-US-AZ
2002-US-CA	US-CA	US	2002	2002-US-CA
2002-US-CO	US-CO	US	2002	2002-US-CO
2002-US-CT	US-CT	US	2002	2002-US-CT
2002-US-DC	US-DC	US	2002	2002-US-DC
2002-US-DE	US-DE	US	2002	2002-US-DE
2002-US-FL	US-FL	US	2002	2002-US-FL
2002-US-GA	US-GA	US	2002	2002-US-GA
2002-US-HI	US-HI	US	2002	2002-US-HI
2002-US-IA	US-IA	US	2002	2002-US-IA
2002-US-ID	US-ID	US	2002	2002-US-ID
2002-US-IL	US-IL	US	2002	2002-US-IL
2002-US-IN	US-IN	US	2002	2002-US-IN
2002-US-KS	US-KS	US	2002	2002-US-KS
2002-US-KY	US-KY	US	2002	2002-US-KY
2002-US-LA	US-LA	US	2002	2002-US-LA
2002-US-MA	US-MA	US	2002	2002-US-MA
2002-US-MD	US-MD	US	2002	2002-US-MD
2002-US-ME	US-ME	US	2002	2002-US-ME
2002-US-MI	US-MI	US	2002	2002-US-MI
2002-US-MN	US-MN	US	2002	2002-US-MN
2002-US-MO	US-MO	US	2002	2002-US-MO
2002-US-MS	US-MS	US	2002	2002-US-MS
2002-US-MT	US-MT	US	2002	2002-US-MT
2002-US-NC	US-NC	US	2002	2002-US-NC
2002-US-ND	US-ND	US	2002	2002-US-ND
2002-US-NE	US-NE	US	2002	2002-US-NE
2002-US-NH	US-NH	US	2002	2002-US-NH
2002-US-NJ	US-NJ	US	2002	2002-US-NJ
2002-US-NM	US-NM	US	2002	2002-US-NM
2002-US-NV	US-NV	US	2002	2002-US-NV
2002-US-NY	US-NY	US	2002	2002-US-NY
2002-US-OH	US-OH	US	2002	2002-US-OH
2002-US-OK	US-OK	US	2002	2002-US-OK
2002-US-OR	US-OR	US	2002	2002-US-OR
2002-US-PA	US-PA	US	2002	2002-US-PA
2002-US-RI	US-RI	US	2002	2002-US-RI
2002-US-SC	US-SC	US	2002	2002-US-SC
2002-US-SD	US-SD	US	2002	2002-US-SD
2002-US-TN	US-TN	US	2002	2002-US-TN
2002-US-TX	US-TX	US	2002	2002-US-TX
2002-US-UT	US-UT	US	2002	2002-US-UT
2002-US-VA	US-VA	US	2002	2002-US-VA
2002-US-VT	US-VT	US	2002	2002-US-VT
2002-US-WA	US-WA	US	2002	2002-US-WA
2002-US-WI	US-WI	US	2002	2002-US-WI
2002-US-WV	US-WV	US	2002	2002-US-WV
2002-US-WY	US-WY	US	2002	2002-US-WY
2003-CA-AB	CA-AB	CA	2003	2003-CA-AB
2003-CA-BC	CA-BC	CA	2003	2003-CA-BC
2003-CA-MB	CA-MB	CA	2003	2003-CA-MB
2003-CA-NB	CA-NB	CA	2003	2003-CA-NB
2003-CA-NL	CA-NL	CA	2003	2003-CA-NL
2003-CA-NS	CA-NS	CA	2003	2003-CA-NS
2003-CA-NT	CA-NT	CA	2003	2003-CA-NT
2003-CA-NU	CA-NU	CA	2003	2003-CA-NU
2003-CA-ON	CA-ON	CA	2003	2003-CA-ON
2003-CA-PE	CA-PE	CA	2003	2003-CA-PE
2003-CA-QC	CA-QC	CA	2003	2003-CA-QC
2003-CA-SK	CA-SK	CA	2003	2003-CA-SK
2003-CA-YT	CA-YT	CA	2003	2003-CA-YT
2003-US-AK	US-AK	US	2003	2003-US-AK
2003-US-AL	US-AL	US	2003	2003-US-AL
2003-US-AR	US-AR	US	2003	2003-US-AR
2003-US-AZ	US-AZ	US	2003	2003-US-AZ
2003-US-CA	US-CA	US	2003	2003-US-CA
2003-US-CO	US-CO	US	2003	2003-US-CO
2003-US-CT	US-CT	US	2003	2003-US-CT
2003-US-DC	US-DC	US	2003	2003-US-DC
2003-US-DE	US-DE	US	2003	2003-US-DE
2003-US-FL	US-FL	US	2003	2003-US-FL
2003-US-GA	US-GA	US	2003	2003-US-GA
2003-US-HI	US-HI	US	2003	2003-US-HI
2003-US-IA	US-IA	US	2003	2003-US-IA
2003-US-ID	US-ID	US	2003	2003-US-ID
2003-US-IL	US-IL	US	2003	2003-US-IL
2003-US-IN	US-IN	US	2003	2003-US-IN
2003-US-KS	US-KS	US	2003	2003-US-KS
2003-US-KY	US-KY	US	2003	2003-US-KY
2003-US-LA	US-LA	US	2003	2003-US-LA
2003-US-MA	US-MA	US	2003	2003-US-MA
2003-US-MD	US-MD	US	2003	2003-US-MD
2003-US-ME	US-ME	US	2003	2003-US-ME
2003-US-MI	US-MI	US	2003	2003-US-MI
2003-US-MN	US-MN	US	2003	2003-US-MN
2003-US-MO	US-MO	US	2003	2003-US-MO
2003-US-MS	US-MS	US	2003	2003-US-MS
2003-US-MT	US-MT	US	2003	2003-US-MT
2003-US-NC	US-NC	US	2003	2003-US-NC
2003-US-ND	US-ND	US	2003	2003-US-ND
2003-US-NE	US-NE	US	2003	2003-US-NE
2003-US-NH	US-NH	US	2003	2003-US-NH
2003-US-NJ	US-NJ	US	2003	2003-US-NJ
2003-US-NM	US-NM	US	2003	2003-US-NM
2003-US-NV	US-NV	US	2003	2003-US-NV
2003-US-NY	US-NY	US	2003	2003-US-NY
2003-US-OH	US-OH	US	2003	2003-US-OH
2003-US-OK	US-OK	US	2003	2003-US-OK
2003-US-OR	US-OR	US	2003	2003-US-OR
2003-US-PA	US-PA	US	2003	2003-US-PA
2003-US-RI	US-RI	US	2003	2003-US-RI
2003-US-SC	US-SC	US	2003	2003-US-SC
2003-US-SD	US-SD	US	2003	2003-US-SD
2003-US-TN	US-TN	US	2003	2003-US-TN
2003-US-TX	US-TX	US	2003	2003-US-TX
2003-US-UT	US-UT	US	2003	2003-US-UT
2003-US-VA	US-VA	US	2003	2003-US-VA
2003-US-VT	US-VT	US	2003	2003-US-VT
2003-US-WA	US-WA	US	2003	2003-US-WA
2003-US-WI	US-WI	US	2003	2003-US-WI
2003-US-WV	US-WV	US	2003	2003-US-WV
2003-US-WY	US-WY	US	2003	2003-US-WY
2004-CA-AB	CA-AB	CA	2004	2004-CA-AB
2004-CA-BC	CA-BC	CA	2004	2004-CA-BC
2004-CA-MB	CA-MB	CA	2004	2004-CA-MB
2004-CA-NB	CA-NB	CA	2004	2004-CA-NB
2004-CA-NL	CA-NL	CA	2004	2004-CA-NL
2004-CA-NS	CA-NS	CA	2004	2004-CA-NS
2004-CA-NT	CA-NT	CA	2004	2004-CA-NT
2004-CA-NU	CA-NU	CA	2004	2004-CA-NU
2004-CA-ON	CA-ON	CA	2004	2004-CA-ON
2004-CA-PE	CA-PE	CA	2004	2004-CA-PE
2004-CA-QC	CA-QC	CA	2004	2004-CA-QC
2004-CA-SK	CA-SK	CA	2004	2004-CA-SK
2004-CA-YT	CA-YT	CA	2004	2004-CA-YT
2004-US-AK	US-AK	US	2004	2004-US-AK
2004-US-AL	US-AL	US	2004	2004-US-AL
2004-US-AR	US-AR	US	2004	2004-US-AR
2004-US-AZ	US-AZ	US	2004	2004-US-AZ
2004-US-CA	US-CA	US	2004	2004-US-CA
2004-US-CO	US-CO	US	2004	2004-US-CO
2004-US-CT	US-CT	US	2004	2004-US-CT
2004-US-DC	US-DC	US	2004	2004-US-DC
2004-US-DE	US-DE	US	2004	2004-US-DE
2004-US-FL	US-FL	US	2004	2004-US-FL
2004-US-GA	US-GA	US	2004	2004-US-GA
2004-US-HI	US-HI	US	2004	2004-US-HI
2004-US-IA	US-IA	US	2004	2004-US-IA
2004-US-ID	US-ID	US	2004	2004-US-ID
2004-US-IL	US-IL	US	2004	2004-US-IL
2004-US-IN	US-IN	US	2004	2004-US-IN
2004-US-KS	US-KS	US	2004	2004-US-KS
2004-US-KY	US-KY	US	2004	2004-US-KY
2004-US-LA	US-LA	US	2004	2004-US-LA
2004-US-MA	US-MA	US	2004	2004-US-MA
2004-US-MD	US-MD	US	2004	2004-US-MD
2004-US-ME	US-ME	US	2004	2004-US-ME
2004-US-MI	US-MI	US	2004	2004-US-MI
2004-US-MN	US-MN	US	2004	2004-US-MN
2004-US-MO	US-MO	US	2004	2004-US-MO
2004-US-MS	US-MS	US	2004	2004-US-MS
2004-US-MT	US-MT	US	2004	2004-US-MT
2004-US-NC	US-NC	US	2004	2004-US-NC
2004-US-ND	US-ND	US	2004	2004-US-ND
2004-US-NE	US-NE	US	2004	2004-US-NE
2004-US-NH	US-NH	US	2004	2004-US-NH
2004-US-NJ	US-NJ	US	2004	2004-US-NJ
2004-US-NM	US-NM	US	2004	2004-US-NM
2004-US-NV	US-NV	US	2004	2004-US-NV
2004-US-NY	US-NY	US	2004	2004-US-NY
2004-US-OH	US-OH	US	2004	2004-US-OH
2004-US-OK	US-OK	US	2004	2004-US-OK
2004-US-OR	US-OR	US	2004	2004-US-OR
2004-US-PA	US-PA	US	2004	2004-US-PA
2004-US-RI	US-RI	US	2004	2004-US-RI
2004-US-SC	US-SC	US	2004	2004-US-SC
2004-US-SD	US-SD	US	2004	2004-US-SD
2004-US-TN	US-TN	US	2004	2004-US-TN
2004-US-TX	US-TX	US	2004	2004-US-TX
2004-US-UT	US-UT	US	2004	2004-US-UT
2004-US-VA	US-VA	US	2004	2004-US-VA
2004-US-VT	US-VT	US	2004	2004-US-VT
2004-US-WA	US-WA	US	2004	2004-US-WA
2004-US-WI	US-WI	US	2004	2004-US-WI
2004-US-WV	US-WV	US	2004	2004-US-WV
2004-US-WY	US-WY	US	2004	2004-US-WY
2005-CA-AB	CA-AB	CA	2005	2005-CA-AB
2005-CA-BC	CA-BC	CA	2005	2005-CA-BC
2005-CA-MB	CA-MB	CA	2005	2005-CA-MB
2005-CA-NB	CA-NB	CA	2005	2005-CA-NB
2005-CA-NL	CA-NL	CA	2005	2005-CA-NL
2005-CA-NS	CA-NS	CA	2005	2005-CA-NS
2005-CA-NT	CA-NT	CA	2005	2005-CA-NT
2005-CA-NU	CA-NU	CA	2005	2005-CA-NU
2005-CA-ON	CA-ON	CA	2005	2005-CA-ON
2005-CA-PE	CA-PE	CA	2005	2005-CA-PE
2005-CA-QC	CA-QC	CA	2005	2005-CA-QC
2005-CA-SK	CA-SK	CA	2005	2005-CA-SK
2005-CA-YT	CA-YT	CA	2005	2005-CA-YT
2005-US-AK	US-AK	US	2005	2005-US-AK
2005-US-AL	US-AL	US	2005	2005-US-AL
2005-US-AR	US-AR	US	2005	2005-US-AR
2005-US-AZ	US-AZ	US	2005	2005-US-AZ
2005-US-CA	US-CA	US	2005	2005-US-CA
2005-US-CO	US-CO	US	2005	2005-US-CO
2005-US-CT	US-CT	US	2005	2005-US-CT
2005-US-DC	US-DC	US	2005	2005-US-DC
2005-US-DE	US-DE	US	2005	2005-US-DE
2005-US-FL	US-FL	US	2005	2005-US-FL
