sample	State	Country	Year	sampleID
1800-US-AZ	US-AZ	US	1800	1800-US-AZ
1800-US-CT	US-CT	US	1800	1800-US-CT
1800-US-FL	US-FL	US	1800	1800-US-FL
1800-US-NC	US-NC	US	1800	1800-US-NC
1800-US-NJ	US-NJ	US	1800	1800-US-NJ
1800-US-NY	US-NY	US	1800	1800-US-NY
1802-US-PA	US-PA	US	1802	1802-US-PA
1804-US-PA	US-PA	US	1804	1804-US-PA
1805-US-WA	US-WA	US	1805	1805-US-WA
1806-US-PA	US-PA	US	1806	1806-US-PA
1810-US-KY	US-KY	US	1810	1810-US-KY
1810-US-TN	US-TN	US	1810	1810-US-TN
1813-US-NJ	US-NJ	US	1813	1813-US-NJ
1817-US-AK	US-AK	US	1817	1817-US-AK
1817-US-NJ	US-NJ	US	1817	1817-US-NJ
1818-US-PA	US-PA	US	1818	1818-US-PA
1820-US-NJ	US-NJ	US	1820	1820-US-NJ
1820-US-TN	US-TN	US	1820	1820-US-TN
1822-CA-NT	CA-NT	CA	1822	1822-CA-NT
1823-US-FL	US-FL	US	1823	1823-US-FL
1823-US-MI	US-MI	US	1823	1823-US-MI
1825-US-PA	US-PA	US	1825	1825-US-PA
1826-US-AK	US-AK	US	1826	1826-US-AK
1826-US-AL	US-AL	US	1826	1826-US-AL
1827-US-PA	US-PA	US	1827	1827-US-PA
1831-CA-NU	CA-NU	CA	1831	1831-CA-NU
1831-US-FL	US-FL	US	1831	1831-US-FL
1831-US-TN	US-TN	US	1831	1831-US-TN
1832-US-CT	US-CT	US	1832	1832-US-CT
1835-US-WA	US-WA	US	1835	1835-US-WA
1835-US-WV	US-WV	US	1835	1835-US-WV
1837-CA-NT	CA-NT	CA	1837	1837-CA-NT
1837-CA-ON	CA-ON	CA	1837	1837-CA-ON
1837-US-TX	US-TX	US	1837	1837-US-TX
1838-US-AL	US-AL	US	1838	1838-US-AL
1840-US-MI	US-MI	US	1840	1840-US-MI
1842-US-AK	US-AK	US	1842	1842-US-AK
1843-US-AK	US-AK	US	1843	1843-US-AK
1843-US-CT	US-CT	US	1843	1843-US-CT
1843-US-DC	US-DC	US	1843	1843-US-DC
1843-US-IA	US-IA	US	1843	1843-US-IA
1844-US-DC	US-DC	US	1844	1844-US-DC
1845-US-WI	US-WI	US	1845	1845-US-WI
1846-US-WI	US-WI	US	1846	1846-US-WI
1847-US-NM	US-NM	US	1847	1847-US-NM
1848-CA-NT	CA-NT	CA	1848	1848-CA-NT
1848-CA-ON	CA-ON	CA	1848	1848-CA-ON
1848-US-WI	US-WI	US	1848	1848-US-WI
1849-US-AK	US-AK	US	1849	1849-US-AK
1849-US-CT	US-CT	US	1849	1849-US-CT
1850-US-AK	US-AK	US	1850	1850-US-AK
1850-US-CA	US-CA	US	1850	1850-US-CA
1850-US-CT	US-CT	US	1850	1850-US-CT
1850-US-MA	US-MA	US	1850	1850-US-MA
1850-US-WI	US-WI	US	1850	1850-US-WI
1851-US-AK	US-AK	US	1851	1851-US-AK
1851-US-RI	US-RI	US	1851	1851-US-RI
1851-US-WI	US-WI	US	1851	1851-US-WI
1852-US-AK	US-AK	US	1852	1852-US-AK
1852-US-MA	US-MA	US	1852	1852-US-MA
1852-US-WI	US-WI	US	1852	1852-US-WI
1853-CA-QC	CA-QC	CA	1853	1853-CA-QC
1853-US-CT	US-CT	US	1853	1853-US-CT
1853-US-NY	US-NY	US	1853	1853-US-NY
1854-CA-NS	CA-NS	CA	1854	1854-CA-NS
1854-US-AR	US-AR	US	1854	1854-US-AR
1854-US-MA	US-MA	US	1854	1854-US-MA
1854-US-NM	US-NM	US	1854	1854-US-NM
1854-US-TX	US-TX	US	1854	1854-US-TX
1855-US-OR	US-OR	US	1855	1855-US-OR
1855-US-WI	US-WI	US	1855	1855-US-WI
1856-US-NJ	US-NJ	US	1856	1856-US-NJ
1856-US-NM	US-NM	US	1856	1856-US-NM
1856-US-WA	US-WA	US	1856	1856-US-WA
1857-US-CT	US-CT	US	1857	1857-US-CT
1857-US-NJ	US-NJ	US	1857	1857-US-NJ
1858-CA-NT	CA-NT	CA	1858	1858-CA-NT
1858-CA-SK	CA-SK	CA	1858	1858-CA-SK
1858-US-FL	US-FL	US	1858	1858-US-FL
1858-US-NY	US-NY	US	1858	1858-US-NY
1859-CA-QC	CA-QC	CA	1859	1859-CA-QC
1859-US-CT	US-CT	US	1859	1859-US-CT
1859-US-MA	US-MA	US	1859	1859-US-MA
1859-US-NM	US-NM	US	1859	1859-US-NM
1859-US-PA	US-PA	US	1859	1859-US-PA
1860-CA-NT	CA-NT	CA	1860	1860-CA-NT
1860-CA-ON	CA-ON	CA	1860	1860-CA-ON
1860-US-CA	US-CA	US	1860	1860-US-CA
1860-US-CT	US-CT	US	1860	1860-US-CT
1860-US-ID	US-ID	US	1860	1860-US-ID
1860-US-NJ	US-NJ	US	1860	1860-US-NJ
1860-US-WI	US-WI	US	1860	1860-US-WI
1861-CA-NT	CA-NT	CA	1861	1861-CA-NT
1861-US-AZ	US-AZ	US	1861	1861-US-AZ
1862-CA-NB	CA-NB	CA	1862	1862-CA-NB
1862-CA-NT	CA-NT	CA	1862	1862-CA-NT
1862-CA-QC	CA-QC	CA	1862	1862-CA-QC
1862-US-MA	US-MA	US	1862	1862-US-MA
1862-US-WI	US-WI	US	1862	1862-US-WI
1863-CA-NT	CA-NT	CA	1863	1863-CA-NT
1863-US-MA	US-MA	US	1863	1863-US-MA
1863-US-NY	US-NY	US	1863	1863-US-NY
1863-US-VT	US-VT	US	1863	1863-US-VT
1864-CA-NT	CA-NT	CA	1864	1864-CA-NT
1864-US-IA	US-IA	US	1864	1864-US-IA
1864-US-TX	US-TX	US	1864	1864-US-TX
1864-US-VA	US-VA	US	1864	1864-US-VA
1865-CA-NT	CA-NT	CA	1865	1865-CA-NT
1865-CA-ON	CA-ON	CA	1865	1865-CA-ON
1866-US-AL	US-AL	US	1866	1866-US-AL
1866-US-NC	US-NC	US	1866	1866-US-NC
1867-US-AK	US-AK	US	1867	1867-US-AK
1868-US-AK	US-AK	US	1868	1868-US-AK
1868-US-NJ	US-NJ	US	1868	1868-US-NJ
1868-US-PA	US-PA	US	1868	1868-US-PA
1868-US-TX	US-TX	US	1868	1868-US-TX
1869-CA-NS	CA-NS	CA	1869	1869-CA-NS
1869-US-AK	US-AK	US	1869	1869-US-AK
1869-US-CT	US-CT	US	1869	1869-US-CT
1869-US-FL	US-FL	US	1869	1869-US-FL
1869-US-MA	US-MA	US	1869	1869-US-MA
1869-US-MI	US-MI	US	1869	1869-US-MI
1869-US-NV	US-NV	US	1869	1869-US-NV
1869-US-UT	US-UT	US	1869	1869-US-UT
1869-US-WI	US-WI	US	1869	1869-US-WI
1870-CA-NS	CA-NS	CA	1870	1870-CA-NS
1870-CA-ON	CA-ON	CA	1870	1870-CA-ON
1870-US-CA	US-CA	US	1870	1870-US-CA
1870-US-CT	US-CT	US	1870	1870-US-CT
1870-US-FL	US-FL	US	1870	1870-US-FL
1870-US-IA	US-IA	US	1870	1870-US-IA
1870-US-MA	US-MA	US	1870	1870-US-MA
1870-US-NY	US-NY	US	1870	1870-US-NY
1870-US-WI	US-WI	US	1870	1870-US-WI
1871-CA-NB	CA-NB	CA	1871	1871-CA-NB
1871-CA-ON	CA-ON	CA	1871	1871-CA-ON
1871-US-CT	US-CT	US	1871	1871-US-CT
1871-US-KS	US-KS	US	1871	1871-US-KS
1871-US-MI	US-MI	US	1871	1871-US-MI
1871-US-NH	US-NH	US	1871	1871-US-NH
1871-US-NJ	US-NJ	US	1871	1871-US-NJ
1871-US-RI	US-RI	US	1871	1871-US-RI
1871-US-UT	US-UT	US	1871	1871-US-UT
1872-US-AK	US-AK	US	1872	1872-US-AK
1872-US-AZ	US-AZ	US	1872	1872-US-AZ
1872-US-CO	US-CO	US	1872	1872-US-CO
1872-US-IA	US-IA	US	1872	1872-US-IA
1872-US-KS	US-KS	US	1872	1872-US-KS
1872-US-MA	US-MA	US	1872	1872-US-MA
1872-US-MI	US-MI	US	1872	1872-US-MI
1872-US-NJ	US-NJ	US	1872	1872-US-NJ
1872-US-OH	US-OH	US	1872	1872-US-OH
1872-US-WV	US-WV	US	1872	1872-US-WV
1873-CA-NS	CA-NS	CA	1873	1873-CA-NS
1873-US-AK	US-AK	US	1873	1873-US-AK
1873-US-CO	US-CO	US	1873	1873-US-CO
1873-US-CT	US-CT	US	1873	1873-US-CT
1873-US-KS	US-KS	US	1873	1873-US-KS
1873-US-MA	US-MA	US	1873	1873-US-MA
1873-US-MT	US-MT	US	1873	1873-US-MT
1873-US-ND	US-ND	US	1873	1873-US-ND
1873-US-NH	US-NH	US	1873	1873-US-NH
1873-US-NM	US-NM	US	1873	1873-US-NM
1873-US-OH	US-OH	US	1873	1873-US-OH
1873-US-WI	US-WI	US	1873	1873-US-WI
1874-CA-ON	CA-ON	CA	1874	1874-CA-ON
1874-US-AK	US-AK	US	1874	1874-US-AK
1874-US-AZ	US-AZ	US	1874	1874-US-AZ
1874-US-CT	US-CT	US	1874	1874-US-CT
1874-US-FL	US-FL	US	1874	1874-US-FL
1874-US-MA	US-MA	US	1874	1874-US-MA
1874-US-MI	US-MI	US	1874	1874-US-MI
1874-US-MT	US-MT	US	1874	1874-US-MT
1874-US-NY	US-NY	US	1874	1874-US-NY
1874-US-WV	US-WV	US	1874	1874-US-WV
1875-CA-ON	CA-ON	CA	1875	1875-CA-ON
1875-US-AK	US-AK	US	1875	1875-US-AK
1875-US-AL	US-AL	US	1875	1875-US-AL
1875-US-CT	US-CT	US	1875	1875-US-CT
1875-US-KS	US-KS	US	1875	1875-US-KS
1875-US-MA	US-MA	US	1875	1875-US-MA
1875-US-MI	US-MI	US	1875	1875-US-MI
1875-US-MT	US-MT	US	1875	1875-US-MT
1875-US-NJ	US-NJ	US	1875	1875-US-NJ
1875-US-NY	US-NY	US	1875	1875-US-NY
1875-US-OR	US-OR	US	1875	1875-US-OR
1875-US-VA	US-VA	US	1875	1875-US-VA
1875-US-WV	US-WV	US	1875	1875-US-WV
1876-CA-NS	CA-NS	CA	1876	1876-CA-NS
1876-CA-NU	CA-NU	CA	1876	1876-CA-NU
1876-CA-ON	CA-ON	CA	1876	1876-CA-ON
1876-US-AK	US-AK	US	1876	1876-US-AK
1876-US-AL	US-AL	US	1876	1876-US-AL
1876-US-CT	US-CT	US	1876	1876-US-CT
1876-US-IL	US-IL	US	1876	1876-US-IL
1876-US-MA	US-MA	US	1876	1876-US-MA
1876-US-MD	US-MD	US	1876	1876-US-MD
1876-US-MN	US-MN	US	1876	1876-US-MN
1876-US-MO	US-MO	US	1876	1876-US-MO
1876-US-NH	US-NH	US	1876	1876-US-NH
1876-US-NJ	US-NJ	US	1876	1876-US-NJ
1876-US-OH	US-OH	US	1876	1876-US-OH
1876-US-OR	US-OR	US	1876	1876-US-OR
1876-US-RI	US-RI	US	1876	1876-US-RI
1876-US-TX	US-TX	US	1876	1876-US-TX
1876-US-VT	US-VT	US	1876	1876-US-VT
1876-US-WI	US-WI	US	1876	1876-US-WI
1877-CA-ON	CA-ON	CA	1877	1877-CA-ON
1877-US-AK	US-AK	US	1877	1877-US-AK
1877-US-AL	US-AL	US	1877	1877-US-AL
1877-US-CA	US-CA	US	1877	1877-US-CA
1877-US-CT	US-CT	US	1877	1877-US-CT
1877-US-FL	US-FL	US	1877	1877-US-FL
1877-US-IA	US-IA	US	1877	1877-US-IA
1877-US-IL	US-IL	US	1877	1877-US-IL
1877-US-MO	US-MO	US	1877	1877-US-MO
1877-US-NJ	US-NJ	US	1877	1877-US-NJ
1877-US-NY	US-NY	US	1877	1877-US-NY
1877-US-OH	US-OH	US	1877	1877-US-OH
1877-US-OR	US-OR	US	1877	1877-US-OR
1877-US-TX	US-TX	US	1877	1877-US-TX
1877-US-WI	US-WI	US	1877	1877-US-WI
1878-CA-MB	CA-MB	CA	1878	1878-CA-MB
1878-CA-NU	CA-NU	CA	1878	1878-CA-NU
1878-CA-ON	CA-ON	CA	1878	1878-CA-ON
1878-US-AK	US-AK	US	1878	1878-US-AK
1878-US-AL	US-AL	US	1878	1878-US-AL
1878-US-CT	US-CT	US	1878	1878-US-CT
1878-US-FL	US-FL	US	1878	1878-US-FL
1878-US-IA	US-IA	US	1878	1878-US-IA
1878-US-IL	US-IL	US	1878	1878-US-IL
1878-US-KS	US-KS	US	1878	1878-US-KS
1878-US-MA	US-MA	US	1878	1878-US-MA
1878-US-MD	US-MD	US	1878	1878-US-MD
1878-US-NH	US-NH	US	1878	1878-US-NH
1878-US-NJ	US-NJ	US	1878	1878-US-NJ
1878-US-NY	US-NY	US	1878	1878-US-NY
1878-US-TX	US-TX	US	1878	1878-US-TX
1878-US-VA	US-VA	US	1878	1878-US-VA
1878-US-WI	US-WI	US	1878	1878-US-WI
1879-CA-NB	CA-NB	CA	1879	1879-CA-NB
1879-CA-NS	CA-NS	CA	1879	1879-CA-NS
1879-CA-ON	CA-ON	CA	1879	1879-CA-ON
1879-US-AK	US-AK	US	1879	1879-US-AK
1879-US-AL	US-AL	US	1879	1879-US-AL
1879-US-CA	US-CA	US	1879	1879-US-CA
1879-US-CT	US-CT	US	1879	1879-US-CT
1879-US-IA	US-IA	US	1879	1879-US-IA
1879-US-IL	US-IL	US	1879	1879-US-IL
1879-US-IN	US-IN	US	1879	1879-US-IN
1879-US-MD	US-MD	US	1879	1879-US-MD
1879-US-MI	US-MI	US	1879	1879-US-MI
1879-US-NH	US-NH	US	1879	1879-US-NH
1879-US-NJ	US-NJ	US	1879	1879-US-NJ
1879-US-OH	US-OH	US	1879	1879-US-OH
1879-US-TX	US-TX	US	1879	1879-US-TX
1879-US-VT	US-VT	US	1879	1879-US-VT
1879-US-WA	US-WA	US	1879	1879-US-WA
1879-US-WI	US-WI	US	1879	1879-US-WI
1880-CA-NS	CA-NS	CA	1880	1880-CA-NS
1880-CA-ON	CA-ON	CA	1880	1880-CA-ON
1880-CA-QC	CA-QC	CA	1880	1880-CA-QC
1880-US-AK	US-AK	US	1880	1880-US-AK
1880-US-CA	US-CA	US	1880	1880-US-CA
1880-US-FL	US-FL	US	1880	1880-US-FL
1880-US-MA	US-MA	US	1880	1880-US-MA
1880-US-MD	US-MD	US	1880	1880-US-MD
1880-US-ME	US-ME	US	1880	1880-US-ME
1880-US-MI	US-MI	US	1880	1880-US-MI
1880-US-NJ	US-NJ	US	1880	1880-US-NJ
1880-US-NY	US-NY	US	1880	1880-US-NY
1880-US-OH	US-OH	US	1880	1880-US-OH
1880-US-TX	US-TX	US	1880	1880-US-TX
1880-US-VA	US-VA	US	1880	1880-US-VA
1881-CA-MB	CA-MB	CA	1881	1881-CA-MB
1881-CA-NB	CA-NB	CA	1881	1881-CA-NB
1881-CA-NL	CA-NL	CA	1881	1881-CA-NL
1881-CA-NS	CA-NS	CA	1881	1881-CA-NS
1881-CA-ON	CA-ON	CA	1881	1881-CA-ON
1881-CA-QC	CA-QC	CA	1881	1881-CA-QC
1881-US-AK	US-AK	US	1881	1881-US-AK
1881-US-AL	US-AL	US	1881	1881-US-AL
1881-US-CA	US-CA	US	1881	1881-US-CA
1881-US-CT	US-CT	US	1881	1881-US-CT
1881-US-FL	US-FL	US	1881	1881-US-FL
1881-US-IA	US-IA	US	1881	1881-US-IA
1881-US-MA	US-MA	US	1881	1881-US-MA
1881-US-MD	US-MD	US	1881	1881-US-MD
1881-US-ME	US-ME	US	1881	1881-US-ME
1881-US-MI	US-MI	US	1881	1881-US-MI
1881-US-NJ	US-NJ	US	1881	1881-US-NJ
1881-US-NY	US-NY	US	1881	1881-US-NY
1881-US-PA	US-PA	US	1881	1881-US-PA
1881-US-TX	US-TX	US	1881	1881-US-TX
1881-US-VA	US-VA	US	1881	1881-US-VA
1882-CA-NL	CA-NL	CA	1882	1882-CA-NL
1882-CA-NS	CA-NS	CA	1882	1882-CA-NS
1882-CA-NU	CA-NU	CA	1882	1882-CA-NU
1882-CA-ON	CA-ON	CA	1882	1882-CA-ON
1882-CA-QC	CA-QC	CA	1882	1882-CA-QC
1882-US-AK	US-AK	US	1882	1882-US-AK
1882-US-AR	US-AR	US	1882	1882-US-AR
1882-US-AZ	US-AZ	US	1882	1882-US-AZ
1882-US-CA	US-CA	US	1882	1882-US-CA
1882-US-CO	US-CO	US	1882	1882-US-CO
1882-US-IA	US-IA	US	1882	1882-US-IA
1882-US-IL	US-IL	US	1882	1882-US-IL
1882-US-MD	US-MD	US	1882	1882-US-MD
1882-US-MI	US-MI	US	1882	1882-US-MI
1882-US-NE	US-NE	US	1882	1882-US-NE
1882-US-NJ	US-NJ	US	1882	1882-US-NJ
1882-US-NY	US-NY	US	1882	1882-US-NY
1882-US-VA	US-VA	US	1882	1882-US-VA
1882-US-WI	US-WI	US	1882	1882-US-WI
1883-CA-MB	CA-MB	CA	1883	1883-CA-MB
1883-CA-NU	CA-NU	CA	1883	1883-CA-NU
1883-CA-ON	CA-ON	CA	1883	1883-CA-ON
1883-CA-QC	CA-QC	CA	1883	1883-CA-QC
1883-US-AK	US-AK	US	1883	1883-US-AK
1883-US-AL	US-AL	US	1883	1883-US-AL
1883-US-AR	US-AR	US	1883	1883-US-AR
1883-US-CA	US-CA	US	1883	1883-US-CA
1883-US-IA	US-IA	US	1883	1883-US-IA
1883-US-KS	US-KS	US	1883	1883-US-KS
1883-US-MD	US-MD	US	1883	1883-US-MD
1883-US-MI	US-MI	US	1883	1883-US-MI
1883-US-NJ	US-NJ	US	1883	1883-US-NJ
1883-US-NY	US-NY	US	1883	1883-US-NY
1883-US-OH	US-OH	US	1883	1883-US-OH
1883-US-OR	US-OR	US	1883	1883-US-OR
1883-US-SC	US-SC	US	1883	1883-US-SC
1883-US-VA	US-VA	US	1883	1883-US-VA
1883-US-WI	US-WI	US	1883	1883-US-WI
1883-US-WV	US-WV	US	1883	1883-US-WV
1884-CA-MB	CA-MB	CA	1884	1884-CA-MB
1884-CA-NB	CA-NB	CA	1884	1884-CA-NB
1884-CA-NL	CA-NL	CA	1884	1884-CA-NL
1884-CA-NU	CA-NU	CA	1884	1884-CA-NU
1884-CA-ON	CA-ON	CA	1884	1884-CA-ON
1884-CA-QC	CA-QC	CA	1884	1884-CA-QC
1884-US-AK	US-AK	US	1884	1884-US-AK
1884-US-AL	US-AL	US	1884	1884-US-AL
1884-US-AZ	US-AZ	US	1884	1884-US-AZ
1884-US-CA	US-CA	US	1884	1884-US-CA
1884-US-CO	US-CO	US	1884	1884-US-CO
1884-US-DC	US-DC	US	1884	1884-US-DC
1884-US-FL	US-FL	US	1884	1884-US-FL
1884-US-IA	US-IA	US	1884	1884-US-IA
1884-US-IL	US-IL	US	1884	1884-US-IL
1884-US-IN	US-IN	US	1884	1884-US-IN
1884-US-KS	US-KS	US	1884	1884-US-KS
1884-US-MA	US-MA	US	1884	1884-US-MA
1884-US-MD	US-MD	US	1884	1884-US-MD
1884-US-MN	US-MN	US	1884	1884-US-MN
1884-US-MO	US-MO	US	1884	1884-US-MO
1884-US-MT	US-MT	US	1884	1884-US-MT
1884-US-NH	US-NH	US	1884	1884-US-NH
1884-US-NJ	US-NJ	US	1884	1884-US-NJ
1884-US-NM	US-NM	US	1884	1884-US-NM
1884-US-NY	US-NY	US	1884	1884-US-NY
1884-US-OH	US-OH	US	1884	1884-US-OH
1884-US-PA	US-PA	US	1884	1884-US-PA
1884-US-VA	US-VA	US	1884	1884-US-VA
1884-US-WI	US-WI	US	1884	1884-US-WI
1884-US-WV	US-WV	US	1884	1884-US-WV
1885-CA-MB	CA-MB	CA	1885	1885-CA-MB
1885-CA-NS	CA-NS	CA	1885	1885-CA-NS
1885-CA-NT	CA-NT	CA	1885	1885-CA-NT
1885-CA-ON	CA-ON	CA	1885	1885-CA-ON
1885-CA-QC	CA-QC	CA	1885	1885-CA-QC
1885-US-AK	US-AK	US	1885	1885-US-AK
1885-US-AR	US-AR	US	1885	1885-US-AR
1885-US-AZ	US-AZ	US	1885	1885-US-AZ
1885-US-CA	US-CA	US	1885	1885-US-CA
1885-US-CT	US-CT	US	1885	1885-US-CT
1885-US-FL	US-FL	US	1885	1885-US-FL
1885-US-GA	US-GA	US	1885	1885-US-GA
1885-US-IA	US-IA	US	1885	1885-US-IA
1885-US-IL	US-IL	US	1885	1885-US-IL
1885-US-KS	US-KS	US	1885	1885-US-KS
1885-US-MA	US-MA	US	1885	1885-US-MA
1885-US-MD	US-MD	US	1885	1885-US-MD
1885-US-MI	US-MI	US	1885	1885-US-MI
1885-US-MN	US-MN	US	1885	1885-US-MN
1885-US-MO	US-MO	US	1885	1885-US-MO
1885-US-MT	US-MT	US	1885	1885-US-MT
1885-US-ND	US-ND	US	1885	1885-US-ND
1885-US-NJ	US-NJ	US	1885	1885-US-NJ
1885-US-NY	US-NY	US	1885	1885-US-NY
1885-US-OH	US-OH	US	1885	1885-US-OH
1885-US-SC	US-SC	US	1885	1885-US-SC
1885-US-TX	US-TX	US	1885	1885-US-TX
1885-US-VA	US-VA	US	1885	1885-US-VA
1885-US-WI	US-WI	US	1885	1885-US-WI
1886-CA-MB	CA-MB	CA	1886	1886-CA-MB
1886-CA-NS	CA-NS	CA	1886	1886-CA-NS
1886-CA-ON	CA-ON	CA	1886	1886-CA-ON
1886-CA-QC	CA-QC	CA	1886	1886-CA-QC
1886-US-AK	US-AK	US	1886	1886-US-AK
1886-US-AL	US-AL	US	1886	1886-US-AL
1886-US-AR	US-AR	US	1886	1886-US-AR
1886-US-AZ	US-AZ	US	1886	1886-US-AZ
1886-US-CA	US-CA	US	1886	1886-US-CA
1886-US-CT	US-CT	US	1886	1886-US-CT
1886-US-FL	US-FL	US	1886	1886-US-FL
1886-US-IA	US-IA	US	1886	1886-US-IA
1886-US-IL	US-IL	US	1886	1886-US-IL
1886-US-KS	US-KS	US	1886	1886-US-KS
1886-US-KY	US-KY	US	1886	1886-US-KY
1886-US-MA	US-MA	US	1886	1886-US-MA
1886-US-MD	US-MD	US	1886	1886-US-MD
1886-US-MI	US-MI	US	1886	1886-US-MI
1886-US-NC	US-NC	US	1886	1886-US-NC
1886-US-NJ	US-NJ	US	1886	1886-US-NJ
1886-US-NM	US-NM	US	1886	1886-US-NM
1886-US-NY	US-NY	US	1886	1886-US-NY
1886-US-RI	US-RI	US	1886	1886-US-RI
1886-US-SC	US-SC	US	1886	1886-US-SC
1886-US-TN	US-TN	US	1886	1886-US-TN
1886-US-TX	US-TX	US	1886	1886-US-TX
1886-US-VA	US-VA	US	1886	1886-US-VA
1886-US-WI	US-WI	US	1886	1886-US-WI
1887-CA-BC	CA-BC	CA	1887	1887-CA-BC
1887-CA-MB	CA-MB	CA	1887	1887-CA-MB
1887-CA-ON	CA-ON	CA	1887	1887-CA-ON
1887-CA-QC	CA-QC	CA	1887	1887-CA-QC
1887-US-AK	US-AK	US	1887	1887-US-AK
1887-US-AL	US-AL	US	1887	1887-US-AL
1887-US-AZ	US-AZ	US	1887	1887-US-AZ
1887-US-CA	US-CA	US	1887	1887-US-CA
1887-US-CT	US-CT	US	1887	1887-US-CT
1887-US-FL	US-FL	US	1887	1887-US-FL
1887-US-IA	US-IA	US	1887	1887-US-IA
1887-US-IL	US-IL	US	1887	1887-US-IL
1887-US-KY	US-KY	US	1887	1887-US-KY
1887-US-MA	US-MA	US	1887	1887-US-MA
1887-US-MD	US-MD	US	1887	1887-US-MD
1887-US-MN	US-MN	US	1887	1887-US-MN
1887-US-MO	US-MO	US	1887	1887-US-MO
1887-US-MT	US-MT	US	1887	1887-US-MT
1887-US-NC	US-NC	US	1887	1887-US-NC
1887-US-NJ	US-NJ	US	1887	1887-US-NJ
1887-US-NM	US-NM	US	1887	1887-US-NM
1887-US-NY	US-NY	US	1887	1887-US-NY
1887-US-OR	US-OR	US	1887	1887-US-OR
1887-US-PA	US-PA	US	1887	1887-US-PA
1887-US-SD	US-SD	US	1887	1887-US-SD
1887-US-TX	US-TX	US	1887	1887-US-TX
1887-US-VA	US-VA	US	1887	1887-US-VA
1887-US-WI	US-WI	US	1887	1887-US-WI
1887-US-WV	US-WV	US	1887	1887-US-WV
1888-CA-NB	CA-NB	CA	1888	1888-CA-NB
1888-CA-NS	CA-NS	CA	1888	1888-CA-NS
1888-CA-ON	CA-ON	CA	1888	1888-CA-ON
1888-US-AK	US-AK	US	1888	1888-US-AK
1888-US-AL	US-AL	US	1888	1888-US-AL
1888-US-AR	US-AR	US	1888	1888-US-AR
1888-US-AZ	US-AZ	US	1888	1888-US-AZ
1888-US-CA	US-CA	US	1888	1888-US-CA
1888-US-CO	US-CO	US	1888	1888-US-CO
1888-US-CT	US-CT	US	1888	1888-US-CT
1888-US-DC	US-DC	US	1888	1888-US-DC
1888-US-FL	US-FL	US	1888	1888-US-FL
1888-US-IA	US-IA	US	1888	1888-US-IA
1888-US-IL	US-IL	US	1888	1888-US-IL
1888-US-IN	US-IN	US	1888	1888-US-IN
1888-US-KY	US-KY	US	1888	1888-US-KY
1888-US-MA	US-MA	US	1888	1888-US-MA
1888-US-MD	US-MD	US	1888	1888-US-MD
1888-US-MI	US-MI	US	1888	1888-US-MI
1888-US-MN	US-MN	US	1888	1888-US-MN
1888-US-MT	US-MT	US	1888	1888-US-MT
1888-US-NJ	US-NJ	US	1888	1888-US-NJ
1888-US-NY	US-NY	US	1888	1888-US-NY
1888-US-OH	US-OH	US	1888	1888-US-OH
1888-US-OR	US-OR	US	1888	1888-US-OR
1888-US-PA	US-PA	US	1888	1888-US-PA
1888-US-SD	US-SD	US	1888	1888-US-SD
1888-US-TX	US-TX	US	1888	1888-US-TX
1888-US-VA	US-VA	US	1888	1888-US-VA
1888-US-VT	US-VT	US	1888	1888-US-VT
1888-US-WI	US-WI	US	1888	1888-US-WI
1888-US-WV	US-WV	US	1888	1888-US-WV
1888-US-WY	US-WY	US	1888	1888-US-WY
1889-CA-BC	CA-BC	CA	1889	1889-CA-BC
1889-CA-MB	CA-MB	CA	1889	1889-CA-MB
1889-CA-NS	CA-NS	CA	1889	1889-CA-NS
1889-CA-ON	CA-ON	CA	1889	1889-CA-ON
1889-CA-QC	CA-QC	CA	1889	1889-CA-QC
1889-CA-SK	CA-SK	CA	1889	1889-CA-SK
1889-CA-YT	CA-YT	CA	1889	1889-CA-YT
1889-US-AL	US-AL	US	1889	1889-US-AL
1889-US-AR	US-AR	US	1889	1889-US-AR
1889-US-CA	US-CA	US	1889	1889-US-CA
1889-US-CO	US-CO	US	1889	1889-US-CO
1889-US-CT	US-CT	US	1889	1889-US-CT
1889-US-FL	US-FL	US	1889	1889-US-FL
1889-US-IA	US-IA	US	1889	1889-US-IA
1889-US-IL	US-IL	US	1889	1889-US-IL
1889-US-KY	US-KY	US	1889	1889-US-KY
1889-US-MA	US-MA	US	1889	1889-US-MA
1889-US-MD	US-MD	US	1889	1889-US-MD
1889-US-ME	US-ME	US	1889	1889-US-ME
1889-US-MI	US-MI	US	1889	1889-US-MI
1889-US-MN	US-MN	US	1889	1889-US-MN
1889-US-MO	US-MO	US	1889	1889-US-MO
1889-US-MS	US-MS	US	1889	1889-US-MS
1889-US-MT	US-MT	US	1889	1889-US-MT
1889-US-NJ	US-NJ	US	1889	1889-US-NJ
1889-US-NM	US-NM	US	1889	1889-US-NM
1889-US-NY	US-NY	US	1889	1889-US-NY
1889-US-OH	US-OH	US	1889	1889-US-OH
1889-US-RI	US-RI	US	1889	1889-US-RI
1889-US-SC	US-SC	US	1889	1889-US-SC
1889-US-SD	US-SD	US	1889	1889-US-SD
1889-US-TX	US-TX	US	1889	1889-US-TX
1889-US-VA	US-VA	US	1889	1889-US-VA
1889-US-WI	US-WI	US	1889	1889-US-WI
1889-US-WV	US-WV	US	1889	1889-US-WV
1889-US-WY	US-WY	US	1889	1889-US-WY
